alcohol,density,volatile acidity,chlorides,residual sugar,quality
12.2,0.9914,0.18,0.04,5.3,6
11.3,0.9955,0.43,0.033,13.0,6
12.2,0.9924,0.2,0.044,4.45,6
12.2,0.9911,0.27,0.063,1.2,6
11.2,0.9917,0.16,0.055,1.2,6
11.5,0.9932,0.19,0.036,6.6,6
9.3,0.9929,0.4,0.048,1.1,5
11.8,0.9958,0.52,0.034,14.0,7
9.2,1.0012,0.21,0.054,19.8,5
9.2,0.9968,0.34,0.069,11.2,5
12.2,0.991,0.22,0.044,2.7,6
10.6,0.9946,0.11,0.048,4.5,6
12.4,0.9928,0.17,0.05,3.6,6
10.8,0.9946,0.145,0.048,5.4,6
11.0,0.9918,0.19,0.051,1.2,6
12.7,0.9926,0.44,0.031,9.1,8
10.2,0.9931,0.2,0.044,0.8,5
12.3,0.9903,0.25,0.03,3.0,7
9.8,0.9928,0.24,0.046,1.6,5
11.4,0.9911,0.21,0.052,1.35,5
10.8,0.9938,0.2,0.038,5.9,6
9.5,0.9942,0.25,0.057,3.6,4
10.2,0.9945,0.08,0.05,1.3,6
10.7,0.9962,0.85,0.028,8.7,5
10.8,0.992,0.51,0.04,1.2,6
11.5,0.9927,0.22,0.044,4.6,6
10.7,0.9948,0.16,0.056,2.0,6
10.1,0.9942,0.25,0.048,1.7,6
10.4,0.9952,0.16,0.046,2.4,6
9.1,0.9958,0.32,0.053,4.6,3
10.6,0.9918,0.28,0.034,1.5,6
9.4,0.9932,0.15,0.033,0.9,6
9.8,1.0004,0.25,0.054,19.4,6
9.5,0.9972,0.26,0.044,13.3,6
9.3,0.9998,0.16,0.037,17.85,5
10.3,0.9918,0.185,0.03,1.1,6
11.1,0.9918,0.2,0.031,1.3,5
10.0,0.9964,0.3,0.046,9.4,5
12.3,0.9936,0.34,0.033,9.0,8
12.4,0.9931,0.35,0.033,8.65,8
12.3,0.9938,0.29,0.03,9.6,7
10.4,0.9934,0.62,0.039,1.1,5
12.1,0.99,0.27,0.044,1.2,7
12.5,0.9914,0.27,0.041,1.8,6
13.0,0.9904,0.51,0.043,2.1,6
11.0,0.994,0.19,0.03,9.3,7
10.1,0.9938,0.2,0.04,1.7,5
9.2,0.9933,0.3,0.034,1.2,5
12.6,0.9909,0.36,0.039,4.6,7
12.2,0.9942,0.17,0.045,12.8,8
9.8,0.9945,0.18,0.041,1.5,7
11.0,0.9954,0.2,0.051,8.1,6
10.0,0.996,0.26,0.044,7.5,6
9.8,0.9991,0.21,0.06,14.5,6
10.5,0.993,0.2,0.053,1.6,5
10.0,0.9942,0.18,0.061,1.8,5
11.2,0.9934,0.23,0.042,3.2,6
11.0,0.9939,0.22,0.034,9.4,7
11.2,0.9937,0.22,0.031,9.9,6
10.5,0.9926,0.155,0.039,1.3,6
10.6,0.9951,0.22,0.037,9.6,6
10.6,0.9952,0.24,0.038,9.3,6
12.0,0.9935,0.23,0.035,7.8,6
10.1,0.9939,0.2,0.038,1.7,6
11.0,0.9927,0.21,0.041,1.4,5
10.0,0.998,0.25,0.044,9.0,6
8.7,0.9997,0.21,0.042,18.15,6
8.7,0.9981,0.27,0.037,12.5,5
11.1,0.992,0.27,0.037,1.1,6
11.0,0.9954,0.28,0.045,7.7,6
11.1,0.992,0.27,0.037,1.1,6
11.2,0.9943,0.3,0.037,8.1,7
11.1,0.9941,0.23,0.049,7.7,7
10.8,0.9936,0.26,0.028,5.0,6
9.0,0.9996,0.18,0.044,15.6,6
10.3,0.9932,0.15,0.031,1.5,6
9.9,0.9926,0.13,0.028,1.0,5
10.0,0.9936,0.28,0.04,1.0,6
9.8,0.992,0.17,0.034,1.0,6
9.1,0.993,0.53,0.029,0.8,4
10.6,0.9924,0.16,0.037,1.3,6
10.6,0.9928,0.14,0.038,1.1,6
10.6,0.9952,0.12,0.049,5.2,6
9.9,0.9945,0.29,0.034,4.7,6
9.9,0.9945,0.3,0.034,4.8,6
12.8,0.9903,0.36,0.025,1.8,6
10.6,0.9953,0.18,0.051,5.2,6
8.7,0.9936,0.19,0.122,1.2,6
12.6,0.9912,0.21,0.038,1.8,7
11.0,0.9962,0.3,0.057,7.6,7
11.2,0.9965,0.42,0.056,8.2,7
10.7,0.9932,0.24,0.032,1.3,7
9.6,0.9967,0.23,0.036,10.0,6
9.0,0.9963,0.43,0.045,6.4,4
10.5,0.992,0.35,0.036,1.0,4
12.8,0.991,0.3,0.033,1.8,6
10.1,0.9958,0.28,0.059,2.0,5
12.2,0.99,0.34,0.027,1.5,7
10.1,0.9938,0.19,0.044,3.5,6
9.2,0.9996,0.18,0.046,18.05,5
9.9,0.9946,0.19,0.055,1.8,5
9.7,0.9974,0.3,0.055,8.2,6
9.9,0.9945,0.3,0.038,5.0,5
9.9,0.9946,0.3,0.041,4.6,5
10.3,0.9957,0.22,0.063,7.0,6
10.3,0.9931,0.26,0.045,3.1,5
10.5,0.9947,0.17,0.048,8.8,4
10.5,0.9953,0.17,0.053,2.4,6
9.8,0.9931,0.27,0.05,1.4,6
10.6,0.9946,0.64,0.05,1.8,4
10.1,0.9978,0.18,0.046,11.9,5
9.0,0.9989,0.31,0.062,13.4,4
9.5,1.0004,0.31,0.046,15.4,5
11.5,0.9938,0.3,0.039,7.2,6
11.9,0.9934,0.24,0.039,7.4,7
9.2,0.9956,0.25,0.045,7.8,6
8.7,0.9982,0.3,0.039,13.5,5
9.8,0.9948,0.31,0.042,1.3,5
11.2,0.9926,0.27,0.036,1.5,6
12.3,0.991,0.14,0.028,1.2,6
10.4,0.9945,0.12,0.042,6.4,6
10.7,0.9916,0.21,0.047,1.2,6
10.5,0.9953,0.16,0.043,7.3,6
9.4,0.9938,0.29,0.047,3.8,6
9.2,0.9956,0.27,0.046,7.3,6
11.9,0.9906,0.55,0.034,2.7,5
9.9,0.9932,0.24,0.172,1.4,6
11.4,0.9914,0.33,0.167,1.6,6
10.7,0.996,0.34,0.046,8.0,6
12.7,0.9906,0.39,0.034,4.7,5
13.5,0.98815,0.41,0.034,1.9,7
9.5,0.9942,0.41,0.048,2.8,5
12.9,0.9903,0.26,0.032,2.2,9
12.5,0.9906,0.32,0.031,1.7,6
9.5,0.9935,0.19,0.04,4.9,7
8.6,1.0024,0.27,0.057,23.5,5
10.0,0.9968,0.2,0.048,11.8,7
10.1,0.9941,0.26,0.04,5.2,6
11.3,0.9919,0.26,0.027,3.2,7
10.6,0.9928,0.14,0.035,1.5,7
10.8,0.9958,0.29,0.035,11.7,5
10.7,0.9932,0.19,0.047,1.6,6
9.0,0.9957,0.34,0.045,7.3,6
9.2,0.9937,0.2,0.065,1.6,6
8.5,0.9982,0.37,0.045,13.3,6
11.3,0.9928,0.22,0.029,6.0,8
9.4,0.9956,0.32,0.05,1.6,5
8.7,0.9957,0.44,0.045,7.7,6
9.4,0.9954,0.14,0.053,5.9,6
10.5,0.993,0.17,0.039,1.0,7
9.7,0.9954,0.26,0.037,6.4,6
10.2,0.9987,0.22,0.048,10.4,6
11.5,0.9928,0.2,0.057,3.5,6
9.6,0.9951,0.15,0.047,7.7,6
11.4,0.993,0.25,0.053,1.8,5
12.2,0.9926,0.28,0.041,6.5,8
11.0,0.9938,0.19,0.037,6.7,7
9.2,1.0001,0.25,0.048,16.8,6
10.2,0.9933,0.14,0.035,1.6,6
10.0,0.9952,0.49,0.043,7.0,5
9.7,0.9934,0.12,0.042,1.2,6
9.2,0.9988,0.47,0.239,13.0,5
10.5,0.993,0.22,0.042,3.8,5
10.1,0.9948,0.22,0.054,7.5,6
9.1,0.9998,0.19,0.058,15.55,7
10.2,0.9971,0.3,0.049,12.3,7
10.5,0.9962,0.24,0.048,9.4,7
12.1,0.99,0.21,0.036,1.2,7
10.2,0.9942,0.3,0.045,1.6,5
9.4,0.9965,0.26,0.058,1.6,4
12.8,0.9912,0.31,0.044,3.95,7
9.0,0.9978,0.42,0.076,12.8,6
10.9,0.9928,0.29,0.044,1.0,4
8.8,1.0103,0.33,0.053,31.6,6
9.0,0.9956,0.46,0.052,7.4,5
10.2,0.9936,0.28,0.046,1.3,5
9.2,0.9929,0.15,0.048,1.1,5
11.3,0.9966,0.4,0.06,7.8,6
8.8,0.9964,0.31,0.05,7.7,5
9.3,0.996,0.325,0.049,7.7,5
9.4,0.9959,0.27,0.049,7.8,6
10.3,0.9954,0.26,0.047,8.3,6
10.8,0.9914,0.21,0.047,1.4,7
9.0,1.0004,0.28,0.059,15.4,4
11.5,0.9911,0.13,0.036,1.0,8
10.8,0.9938,0.445,0.04,1.0,5
11.8,0.9927,0.39,0.055,5.9,6
10.5,0.9922,0.18,0.033,1.2,7
9.9,0.9924,0.31,0.036,1.2,6
9.8,0.9963,0.24,0.046,6.7,6
11.4,0.9936,0.35,0.028,6.5,7
9.3,0.9951,0.26,0.138,4.8,5
9.3,0.9951,0.27,0.137,5.3,5
10.3,0.9955,0.22,0.046,8.9,6
8.9,0.9961,0.27,0.047,8.8,5
11.1,0.992,0.23,0.032,1.8,6
10.4,0.9944,0.3,0.045,6.6,6
10.1,0.9944,0.35,0.034,5.7,5
9.0,1.0008,0.32,0.054,18.35,5
11.9,0.9962,0.31,0.046,10.0,6
9.0,0.9986,0.25,0.055,14.4,7
9.1,1.0,0.26,0.049,17.85,7
10.0,0.9982,0.26,0.047,9.4,5
9.4,0.9949,0.25,0.041,1.55,3
11.4,0.9915,0.16,0.034,1.3,6
9.7,0.9951,0.43,0.05,1.5,4
11.8,0.9927,0.24,0.04,4.2,6
10.2,0.9955,0.265,0.048,8.6,5
9.2,0.9952,0.12,0.06,1.4,6
11.0,0.9928,0.21,0.036,3.0,6
10.0,0.9982,0.32,0.041,14.9,6
12.2,0.9914,0.18,0.038,2.0,6
11.6,0.9918,0.26,0.043,2.2,6
10.2,0.9944,0.26,0.043,1.8,6
10.3,0.9969,0.29,0.033,11.1,5
8.6,0.9955,0.27,0.046,4.2,4
9.6,0.9954,0.33,0.058,6.4,5
9.6,0.9955,0.31,0.057,6.4,5
11.3,0.9921,0.25,0.035,1.5,6
9.9,0.9934,0.24,0.038,1.5,6
9.6,0.9998,0.26,0.056,16.95,5
10.6,0.9946,0.61,0.051,1.7,4
9.8,0.9984,0.22,0.055,13.6,5
10.5,0.9924,0.31,0.032,1.6,5
10.8,0.9939,0.2,0.037,6.1,5
10.0,0.995,0.18,0.061,3.0,6
10.1,0.9957,0.34,0.059,6.2,6
9.4,0.9953,0.3,0.123,6.6,5
11.5,0.9912,0.18,0.04,1.6,8
10.8,0.9939,0.21,0.046,6.0,6
9.9,0.9921,0.27,0.044,1.5,6
9.0,0.9954,0.2,0.05,1.7,4
9.4,0.9933,0.23,0.043,1.8,6
10.8,0.9941,0.2,0.044,2.6,7
10.9,0.995,0.15,0.052,2.7,7
12.0,0.9977,0.4,0.041,19.5,6
10.5,0.9945,0.13,0.056,5.0,6
9.3,0.9952,0.17,0.064,4.6,6
11.8,0.9924,0.3,0.034,6.4,6
10.0,0.9986,0.445,0.045,14.5,6
11.4,0.9939,0.22,0.036,6.7,6
10.4,0.9929,0.23,0.031,1.1,6
9.5,0.9988,0.34,0.055,13.8,6
11.9,0.9906,0.545,0.031,2.5,5
11.1,0.9914,0.3,0.041,1.1,6
9.6,0.9978,0.16,0.057,9.6,6
12.0,0.9928,0.32,0.042,4.6,6
8.7,0.9948,0.22,0.052,3.1,5
10.0,0.9946,0.15,0.054,1.8,5
11.4,0.9908,0.29,0.032,1.05,4
9.6,0.9954,0.37,0.061,6.5,6
12.9,0.9906,0.38,0.038,2.0,6
9.7,0.99705,0.25,0.039,14.9,6
9.3,0.9982,0.3,0.042,10.0,6
9.1,0.9932,0.22,0.133,1.1,5
8.6,0.9977,0.34,0.053,12.0,5
9.9,0.994,0.22,0.05,4.8,5
10.9,0.9929,0.27,0.044,1.2,5
10.2,0.9924,0.17,0.056,1.5,6
9.7,0.9966,0.18,0.045,10.4,6
11.4,0.9921,0.16,0.046,2.5,7
9.5,0.9967,0.255,0.045,12.3,6
10.2,0.9934,0.23,0.049,1.4,7
11.1,0.9914,0.16,0.042,2.2,6
9.3,0.9961,0.27,0.053,8.0,5
8.8,0.9967,0.29,0.056,8.6,5
10.6,0.9926,0.21,0.038,1.2,5
9.3,0.99605,0.62,0.046,8.7,5
10.2,0.99435,0.28,0.042,5.4,6
10.2,0.9948,0.3,0.044,5.7,6
11.0,0.9916,0.17,0.037,1.5,7
9.6,0.997,0.21,0.037,10.9,6
8.8,0.9961,0.32,0.054,7.7,5
8.9,0.9955,0.32,0.051,1.7,5
10.0,0.9922,0.37,0.048,1.4,5
12.2,0.9918,0.43,0.046,4.5,7
10.9,0.9955,0.39,0.059,9.9,6
9.5,0.9941,0.18,0.041,1.4,6
10.9,0.9955,0.4,0.059,9.5,6
10.8,0.9924,0.19,0.054,3.0,6
12.0,0.9973,0.49,0.03,19.6,6
9.8,0.999,0.25,0.069,14.0,5
11.0,0.9922,0.15,0.034,1.8,8
9.8,0.9953,0.17,0.052,5.4,5
10.5,0.9945,0.32,0.051,1.8,4
11.4,0.9945,0.21,0.034,9.25,6
10.1,0.9957,0.45,0.067,1.5,6
11.6,0.9932,0.24,0.038,6.8,7
11.8,0.9913,0.33,0.04,2.6,7
12.1,0.9909,0.26,0.033,2.1,7
12.0,0.9939,0.36,0.035,7.6,5
12.1,0.991,0.2,0.026,1.6,7
9.1,0.9954,0.16,0.042,1.4,5
9.3,0.9943,0.33,0.054,1.6,5
10.4,0.993,0.22,0.056,1.4,6
9.1,1.0002,0.35,0.062,17.95,5
9.4,0.9946,0.37,0.064,2.0,5
9.6,0.9953,0.37,0.061,6.3,6
12.0,0.9918,0.37,0.037,1.4,5
11.3,0.9936,0.25,0.039,9.05,8
8.7,0.9984,0.23,0.073,15.4,6
9.9,0.9956,0.26,0.04,7.1,6
9.3,0.9966,0.3,0.049,10.2,6
9.5,0.9942,0.16,0.042,1.6,5
9.4,0.9974,0.33,0.065,12.4,5
9.4,0.9944,0.38,0.046,3.4,5
8.8,1.0008,0.2,0.053,15.0,6
9.9,0.9928,0.36,0.049,1.5,6
12.6,0.9908,0.46,0.042,4.8,6
11.1,0.9917,0.15,0.038,1.2,6
12.8,0.9911,0.42,0.03,4.1,7
12.0,0.9912,0.3,0.038,2.8,6
12.0,0.9953,0.27,0.029,13.9,7
9.2,0.9932,0.5,0.034,0.8,4
12.3,0.9896,0.26,0.032,1.0,6
13.0,0.9889,0.33,0.032,1.2,6
10.9,0.9926,0.29,0.035,1.7,5
10.0,0.9964,0.19,0.054,6.3,6
9.0,0.9974,0.32,0.033,11.5,5
10.4,0.9944,0.32,0.034,1.5,5
10.0,0.9963,0.17,0.051,6.3,6
11.3,0.9948,0.44,0.031,11.2,7
12.0,0.9953,0.49,0.03,15.1,7
10.6,0.9949,0.21,0.044,5.6,6
9.3,0.9988,0.55,0.211,12.6,5
9.4,0.9954,0.19,0.123,5.7,6
11.0,0.992,0.24,0.037,2.2,7
9.3,0.9984,0.34,0.052,11.0,6
10.5,0.9926,0.18,0.054,1.0,5
9.5,0.9976,0.18,0.039,11.8,6
11.2,0.9972,0.28,0.059,7.8,6
12.3,0.991,0.34,0.029,4.7,6
9.0,0.998,0.44,0.049,11.5,5
9.0,0.9966,0.26,0.041,7.9,5
9.0,1.0007,0.49,0.052,17.8,5
11.4,0.992,0.24,0.042,1.7,6
11.0,0.9925,0.25,0.046,1.6,7
10.4,0.9934,0.18,0.049,1.6,7
10.3,0.9955,0.27,0.058,2.4,5
10.5,0.9944,0.24,0.048,6.4,7
9.8,0.9981,0.22,0.053,14.0,6
10.0,0.9968,0.91,0.056,1.6,4
9.7,0.9946,0.34,0.056,1.6,5
9.7,0.9946,0.33,0.056,1.4,5
10.5,0.9946,0.18,0.046,4.7,6
10.0,0.997,0.2,0.054,10.2,6
11.5,0.9924,0.13,0.054,2.3,7
9.5,0.9958,0.28,0.049,7.8,5
10.5,0.994,0.25,0.042,2.4,6
10.2,0.9958,0.36,0.255,8.3,6
9.8,0.9984,0.27,0.05,13.9,6
11.6,0.9948,0.37,0.031,13.8,6
11.8,0.9932,0.21,0.031,7.3,7
10.1,0.9952,0.18,0.035,8.5,7
10.3,0.9924,0.19,0.049,1.8,6
10.4,0.9945,0.21,0.048,5.1,6
8.9,0.9976,0.33,0.047,16.05,5
10.8,0.9938,0.29,0.034,7.35,5
9.2,0.9997,0.31,0.058,16.05,5
9.6,0.994,0.19,0.053,2.0,6
10.4,0.9921,0.2,0.032,1.2,6
8.7,0.9986,0.25,0.043,14.0,6
9.2,0.9987,0.2,0.043,16.2,6
9.2,0.9991,0.3,0.045,14.3,5
10.2,0.9948,0.22,0.029,7.9,5
9.0,0.993,0.53,0.036,1.0,5
9.7,0.9988,0.24,0.05,13.6,5
9.6,1.0,0.24,0.049,17.85,5
10.0,0.9932,0.15,0.036,1.3,5
9.1,0.9989,0.33,0.045,13.7,5
8.7,1.0,0.24,0.046,18.3,5
9.5,0.9952,0.35,0.056,6.5,5
9.5,0.9969,0.26,0.039,10.3,6
8.9,0.9966,0.29,0.037,8.1,6
9.9,0.9976,0.31,0.053,8.6,6
12.6,0.99,0.44,0.03,1.9,7
9.7,0.9988,0.23,0.033,14.1,6
10.4,0.9942,0.21,0.039,7.9,5
9.1,0.9984,0.23,0.04,10.7,6
10.4,0.9932,0.34,0.04,1.2,5
10.6,0.9933,0.28,0.037,1.9,5
12.0,0.9916,0.37,0.029,2.7,7
12.5,0.9914,0.36,0.038,5.7,7
9.6,0.9966,0.13,0.062,9.3,5
9.2,0.9958,0.25,0.045,8.1,5
9.9,0.9926,0.18,0.041,1.3,6
11.7,0.9939,0.3,0.036,8.5,6
9.6,0.9953,0.23,0.049,2.1,6
12.0,0.9906,0.43,0.033,3.5,6
8.9,0.9991,0.35,0.044,14.4,6
9.0,0.9994,0.22,0.049,13.7,6
10.2,0.9976,0.26,0.052,11.1,7
9.4,0.9953,0.12,0.055,4.9,5
10.4,0.9923,0.37,0.028,1.7,5
10.4,0.993,0.26,0.032,1.6,4
10.0,0.9931,0.2,0.204,1.4,6
10.0,0.9932,0.22,0.208,1.4,6
10.5,0.9926,0.25,0.052,1.6,5
11.4,0.9938,0.27,0.047,6.8,6
10.2,0.9966,0.34,0.036,9.7,5
10.4,0.9974,0.27,0.043,10.5,6
11.0,0.9924,0.49,0.047,2.0,3
10.1,0.9948,0.71,0.042,6.2,6
9.2,0.9964,0.47,0.083,8.3,5
10.3,0.9924,0.28,0.04,1.6,6
11.1,0.9938,0.13,0.08,4.6,7
9.9,0.9928,0.16,0.031,1.2,5
9.0,0.9959,0.31,0.052,7.6,5
8.6,1.0001,0.36,0.052,15.0,5
9.5,0.9968,0.25,0.041,11.6,5
9.0,0.9932,0.45,0.051,1.1,5
10.0,0.9954,0.26,0.049,7.8,6
9.0,0.9992,0.22,0.066,12.0,6
9.0,0.9932,0.45,0.051,1.1,5
10.2,0.9939,0.19,0.046,1.4,7
9.6,0.9952,0.31,0.054,6.7,5
9.7,0.9996,0.25,0.036,17.2,5
10.2,0.9966,1.005,0.046,1.4,4
13.0,0.9925,0.31,0.028,8.2,7
10.8,0.996,0.24,0.044,4.3,6
9.0,0.9973,0.29,0.063,11.1,5
9.9,0.9937,0.15,0.027,1.1,5
9.2,0.9966,0.12,0.058,7.2,6
8.7,1.0017,0.32,0.056,16.6,6
10.1,0.993,0.17,0.024,1.0,5
9.5,0.9959,0.21,0.039,1.3,5
9.9,0.9958,0.21,0.041,1.4,5
9.0,0.9958,0.31,0.046,6.9,5
8.6,0.9979,0.27,0.076,13.3,6
10.5,0.9941,0.21,0.047,8.1,6
9.5,0.997,0.23,0.044,9.2,7
10.1,0.9934,0.2,0.047,1.4,6
11.7,0.9927,0.41,0.03,3.2,7
10.7,0.9944,0.49,0.036,2.5,6
9.2,0.9963,0.2,0.086,4.5,5
8.8,1.0011,0.26,0.084,18.35,5
9.5,0.9959,0.27,0.048,7.8,6
10.2,0.9973,0.28,0.057,7.0,5
9.1,0.9966,0.2,0.048,6.3,6
10.5,0.9932,0.33,0.044,1.2,6
9.0,0.9984,0.38,0.042,12.8,6
8.9,0.999,0.2,0.056,14.2,8
9.1,1.0006,0.19,0.049,16.65,6
10.1,0.9937,0.16,0.047,1.9,6
10.0,0.9954,0.22,0.043,7.7,5
9.5,0.997,0.22,0.043,10.4,6
12.3,0.9912,0.33,0.034,3.3,7
9.1,0.9939,0.43,0.054,1.1,4
9.6,0.9957,0.12,0.057,6.3,5
11.6,0.9926,0.3,0.053,5.25,6
8.8,0.9994,0.28,0.043,14.6,6
8.9,1.0004,0.2,0.055,11.8,6
9.0,1.0002,0.18,0.055,17.3,6
10.0,0.9922,0.31,0.04,1.4,5
10.0,0.9922,0.31,0.038,1.3,5
11.1,0.9934,0.17,0.047,1.6,6
10.6,0.9941,0.26,0.043,2.4,6
10.1,0.9924,0.18,0.038,1.5,6
10.0,0.9948,0.15,0.043,1.8,5
12.2,0.9935,0.4,0.034,7.7,7
11.0,0.9918,0.25,0.035,2.0,6
11.1,0.9924,0.18,0.064,1.4,5
10.4,0.9979,0.32,0.046,16.7,6
11.8,0.993,0.55,0.026,8.1,5
10.8,0.994,0.19,0.028,8.0,6
12.5,0.991,0.41,0.023,4.7,7
11.6,0.9922,0.2,0.049,2.1,7
11.5,0.9937,0.26,0.05,6.4,6
10.1,0.9928,0.21,0.051,1.5,6
9.2,0.9965,0.34,0.04,7.6,6
9.2,0.9991,0.43,0.168,12.4,5
8.9,0.9948,0.3,0.16,1.3,5
10.1,0.9925,0.26,0.179,1.7,5
8.9,0.9958,0.32,0.046,8.1,5
9.7,0.9962,0.21,0.037,7.1,6
11.0,0.9951,0.42,0.034,2.3,6
10.7,0.9944,0.29,0.042,6.5,5
10.8,0.9916,0.25,0.024,1.4,6
9.8,0.9987,0.23,0.049,12.7,5
11.0,0.9928,0.35,0.038,1.6,5
10.4,0.9926,0.2,0.018,1.1,5
10.2,0.9934,0.27,0.046,1.2,6
9.0,0.9949,0.14,0.029,4.6,5
10.6,0.9926,0.24,0.042,0.6,5
9.5,0.997,0.3,0.032,10.6,6
9.2,0.9948,0.13,0.028,4.8,6
11.0,0.992,0.18,0.03,2.7,6
9.9,0.9964,0.385,0.034,12.6,6
9.3,0.9982,0.33,0.046,9.2,5
9.6,0.9955,0.34,0.052,6.6,5
9.5,0.9955,0.33,0.05,7.0,5
9.7,0.9958,0.28,0.031,8.45,7
9.7,0.9997,0.23,0.034,11.1,3
8.7,1.0001,0.21,0.042,18.15,5
12.4,0.9918,0.485,0.026,4.1,5
10.6,0.9931,0.29,0.029,4.6,6
12.0,0.9926,0.31,0.031,4.9,7
9.0,0.9966,0.29,0.044,8.3,5
8.8,0.9932,0.46,0.04,1.4,5
9.5,0.9969,0.28,0.04,11.5,5
10.8,0.9925,0.23,0.036,1.8,6
11.4,0.9914,0.17,0.047,1.6,5
10.3,0.996,0.18,0.049,2.4,5
9.5,0.9952,0.22,0.042,4.9,6
9.9,0.9934,0.27,0.05,1.8,5
10.2,0.9939,0.28,0.051,4.3,5
10.2,0.9939,0.29,0.051,4.4,5
11.0,0.9906,0.32,0.029,1.4,6
12.1,0.9901,0.33,0.03,1.6,7
9.1,0.9948,0.34,0.057,1.3,6
9.5,0.995,0.19,0.04,5.2,6
9.5,0.9953,0.23,0.043,5.6,5
9.8,0.9953,0.27,0.045,5.3,5
9.6,0.9948,0.36,0.039,1.6,5
10.2,0.9951,0.22,0.055,2.1,6
10.5,0.9931,0.17,0.042,1.4,6
10.4,0.9962,0.45,0.044,7.1,4
10.7,0.9959,0.42,0.046,10.7,5
10.5,0.9962,0.33,0.036,11.1,6
10.6,0.9958,0.3,0.029,10.7,5
9.6,0.9948,0.17,0.053,1.6,6
9.5,0.994,0.17,0.05,1.5,5
9.4,0.9942,0.17,0.049,1.5,6
9.8,0.9942,0.15,0.046,1.6,6
9.2,0.9964,0.25,0.044,8.0,5
9.5,0.9958,0.24,0.045,7.7,5
9.2,0.9932,0.76,0.043,2.7,5
9.4,0.9986,0.22,0.052,15.1,5
9.3,0.9988,0.28,0.048,8.9,5
9.1,0.9953,0.32,0.05,6.0,5
9.5,0.9983,0.24,0.046,12.3,5
9.1,1.0,0.18,0.056,13.1,6
10.6,0.9951,0.16,0.043,6.7,5
12.4,0.9906,0.28,0.042,2.3,6
8.7,0.9981,0.34,0.047,11.1,5
8.8,0.9936,0.27,0.056,1.5,5
9.0,1.0005,0.24,0.057,15.2,5
10.3,0.9972,0.24,0.048,10.2,6
9.5,0.9969,0.23,0.038,10.7,6
8.8,1.0001,0.22,0.05,17.1,5
9.9,0.9934,0.33,0.05,1.9,5
11.7,0.9902,0.2,0.034,1.2,4
10.8,0.993,0.26,0.04,1.2,5
12.0,0.9914,0.2,0.041,3.1,6
10.3,0.9941,0.16,0.033,1.5,4
9.0,0.9967,0.25,0.076,10.7,5
12.2,0.9918,0.39,0.035,4.9,7
9.9,0.998,0.26,0.051,12.6,5
10.1,0.9957,0.28,0.048,12.15,5
9.3,0.9986,0.43,0.056,12.0,5
9.5,0.9958,0.33,0.062,1.7,5
9.2,0.9948,0.5,0.054,2.6,6
11.7,0.9918,0.28,0.036,1.4,5
11.0,0.9923,0.35,0.04,1.9,5
9.6,0.9998,0.22,0.056,16.9,6
11.9,0.9914,0.24,0.03,2.1,6
10.8,0.9939,0.26,0.041,7.0,6
10.1,0.9966,0.16,0.054,7.1,5
10.9,0.995,0.18,0.058,5.9,6
10.4,0.994,0.24,0.06,8.7,5
9.2,0.9972,0.33,0.056,13.2,5
9.6,0.9998,0.28,0.056,15.3,5
9.0,0.9982,0.26,0.047,13.2,5
11.5,0.9924,0.14,0.037,2.7,7
10.2,0.9972,0.21,0.053,10.65,6
9.9,0.997,0.2,0.054,10.0,6
9.6,0.9954,0.115,0.056,6.8,6
10.6,0.9962,0.29,0.04,15.6,5
11.8,0.9921,0.24,0.038,5.1,6
12.2,0.9905,0.24,0.035,3.0,6
10.6,0.993,0.22,0.052,2.1,6
10.3,0.9941,0.18,0.054,1.9,6
10.2,0.9994,0.93,0.052,8.6,4
10.7,0.9962,0.29,0.035,8.75,5
11.7,0.992,0.28,0.038,3.6,4
12.0,0.9922,0.25,0.031,4.7,6
10.6,0.994,0.18,0.048,1.3,6
12.2,0.9897,0.24,0.031,1.8,4
11.0,0.9954,0.33,0.04,9.7,6
12.4,0.99,0.37,0.03,4.0,7
9.4,0.9948,0.49,0.087,2.4,6
11.6,0.998,0.22,0.028,18.8,5
9.4,0.9944,0.35,0.069,1.8,5
9.1,0.9986,0.19,0.053,12.8,7
9.2,0.996,0.32,0.042,7.8,5
9.2,0.9999,0.32,0.05,16.75,5
9.1,0.9986,0.19,0.053,12.8,7
9.0,0.9951,0.34,0.06,5.4,7
10.8,0.993,0.24,0.047,1.3,6
9.5,0.9982,0.36,0.053,10.1,6
11.0,0.992,0.29,0.044,3.8,6
10.0,0.9963,0.32,0.041,10.9,5
9.5,0.995,0.3,0.04,6.6,5
10.1,0.9956,0.33,0.041,9.8,6
9.5,0.997,0.18,0.051,11.7,7
9.5,0.9936,0.39,0.217,1.2,5
9.5,0.9935,0.25,0.056,1.4,5
9.4,0.9963,0.18,0.052,9.6,6
9.4,0.9967,0.18,0.048,12.2,6
12.7,0.9912,0.27,0.044,2.6,6
9.7,0.9981,0.23,0.037,10.7,5
9.7,0.9966,0.28,0.058,4.9,6
11.7,0.9902,0.22,0.037,1.1,6
11.7,0.99,0.18,0.036,1.0,6
9.7,0.996,0.26,0.051,8.2,5
9.5,0.9966,0.25,0.049,11.3,6
9.1,0.9962,0.24,0.069,7.3,5
10.3,0.994,0.28,0.051,2.3,6
9.9,0.994,0.24,0.058,2.1,5
9.9,0.9944,0.27,0.059,2.0,5
